Rank,Release Group,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent,year
15,Elvis,287740048.0,"15,10,40,048",52.50%,"13,67,00,000",47.50%,2022
16,The Bad Guys,250387888.0,"9,74,59,240",38.90%,"15,29,28,648",61.10%,2022
17,Bullet Train,239268602.0,"10,33,68,602",43.20%,"13,59,00,000",56.80%,2022
18,Lightyear,226425420.0,"11,83,07,188",52.20%,"10,81,18,232",47.80%,2022
19,Smile,217408513.0,"10,59,35,048",48.70%,"11,14,73,465",51.30%,2022
20,Too Cool to Kill,217254604.0,"1,85,882",0,"21,70,68,722",99.90%,2022
21,Nice View,211019042.0,0,0,"21,10,19,042",100%,2022
22,DC League of Super0Pets,207557117.0,"9,36,57,117",45.10%,"11,39,00,000",54.90%,2022
23,The Lost City,192907684.0,"10,53,44,029",54.60%,"8,75,63,655",45.40%,2022
24,M3GAN,180089109.0,"9,51,59,005",52.80%,"8,49,30,104",47.20%,2022
25,One Piece Film: Red,171319579.0,"1,27,75,324",7.50%,"15,85,44,255",92.50%,2022
26,Nope,171235592.0,"12,32,77,080",72%,"4,79,58,512",28%,2022
27,Ticket to Paradise,168770985.0,"6,82,75,985",40.50%,"10,04,95,000",59.50%,2022
28,Morbius,167460961.0,"7,38,65,530",44.10%,"9,35,95,431",55.90%,2022
29,RRR,165955146.0,"1,45,00,000",8.70%,"15,14,55,146",91.30%,2022
30,The Black Phone,161440742.0,"9,01,23,230",55.80%,"7,13,17,512",44.20%,2022
31,The First Slam Dunk,151712242.0,"12,91,869",0.90%,"15,04,20,373",99.10%,2022
32,Where the Crawdads Sing,144353965.0,"9,02,30,760",62.50%,"5,41,23,205",37.50%,2022
33,Everything Everywhere All at Once,139402341.0,"7,71,91,785",55.40%,"6,22,10,556",44.60%,2022
34,Scream,137743924.0,"8,16,41,405",59.30%,"5,61,02,519",40.70%,2022
35,Death on the Nile,137307235.0,"4,56,30,104",33.20%,"9,16,77,131",66.80%,2022
36,Suzume,133473196.0,"1,09,32,037",8.20%,"12,25,41,159",91.80%,2022
37,A Man Called Otto,113359847.0,"6,42,67,657",56.70%,"4,90,92,190",43.30%,2022
38,"Lyle, Lyle, Crocodile",111080122.0,"4,68,88,441",42.20%,"6,41,91,681",57.80%,2022
39,Halloween Ends,104374176.0,"6,40,79,860",61.40%,"4,02,94,316",38.60%,2022
40,The Roundup,101166707.0,"8,12,859",0.80%,"10,03,53,848",99.20%,2022
41,The Woman King,97562514.0,"6,73,28,130",69%,"3,02,34,384",31%,2022
42,Downton Abbey: A New Era,92651384.0,"4,41,41,550",47.60%,"4,85,09,834",52.40%,2022
43,K.G.F: Chapter 2,89123940.0,"28,74,000",3.20%,"8,62,49,940",96.80%,2022
44,Don't Worry Darling,87609403.0,"4,53,09,403",51.70%,"4,23,00,000",48.30%,2022
45,Dragon Ball Super: Super Hero,86562140.0,"3,81,12,140",44%,"4,84,50,000",56%,2022
46,Dog,84550282.0,"6,17,78,069",73.10%,"2,27,72,213",26.90%,2022
47,Jackass Forever,80563999.0,"5,77,43,451",71.70%,"2,28,20,548",28.30%,2022
48,The Menu,79628200.0,"3,85,01,125",48.40%,"4,11,27,075",51.60%,2022
49,Chebi: My Fluffy Friend,77609926.0,0,0,"7,76,09,926",100%,2022
50,Avatar 2022 Re0release,76012917.0,"2,47,14,024",32.50%,"5,12,98,893",67.50%,2022
51,Violent Night,76004405.0,"5,00,57,405",65.90%,"2,59,47,000",34.10%,2022
52,Strange World,73621640.0,"3,79,68,963",51.60%,"3,56,52,677",48.40%,2022
53,Detective Conan: The Bride of Halloween,72699093.0,0,0,"7,26,99,093",100%,2022
54,The Northman,69633110.0,"3,42,33,110",49.20%,"3,54,00,000",50.80%,2022
55,Moonfall,67319703.0,"1,90,60,660",28.30%,"4,82,34,703",71.70%,2022
56,Babylon,63562440.0,"1,53,51,455",24.20%,"4,82,10,985",75.80%,2022
57,Whitney Houston: I Wanna Dance with Somebody,59806881.0,"2,37,08,080",39.60%,"3,60,98,801",60.40%,2022
58,Beast,59095809.0,"3,18,46,530",53.90%,"2,72,49,279",46.10%,2022
59,The Whale,57615635.0,"1,74,63,630",30.30%,"3,95,63,064",68.70%,2022
60,Hansan: Rising Dragon,57490985.0,"8,65,888",1.50%,"5,66,25,097",98.50%,2022
61,Confidential Assignment 2: International,54486330.0,0,0,"5,44,86,330",100%,2022
62,Ambulance,52303589.0,"2,27,81,115",43.60%,"2,95,22,474",56.40%,2022
63,Marry Me,50541093.0,"2,24,38,180",44.40%,"2,81,02,913",55.60%,2022
64,Brahmastra Part One: Shiva,50164785.0,"78,39,108",15.60%,"4,23,25,677",84.40%,2022
65,The Banshees of Inisherin,49262687.0,"1,05,82,266",21.50%,"3,86,80,421",78.50%,2022
66,The Fabelmans,45647323.0,"1,73,48,945",38%,"2,82,98,378",62%,2022
67,Barbarian,45352337.0,"4,08,42,944",90.10%,"45,09,393",9.90%,2022
68,Prey for the Devil,44658929.0,"1,98,02,293",44.30%,"2,48,56,636",55.70%,2022
69,Paws of Fury: The Legend of Hank,42439184.0,"1,78,11,382",42%,"2,46,27,802",58%,2022
70,The Invitation,38036130.0,"2,51,00,080",66%,"1,29,36,050",34%,2022
71,Orphan: First Kill,37083743.0,"54,13,227",14.60%,"3,16,70,516",85.40%,2022
72,Matilda: The Musical,35617120.0,0,0,"3,56,17,120",100%,2022
73,Kingdom 2: Far and Away,34963395.0,0,0,"3,49,63,395",100%,2022
74,The Bob's Burgers Movie,34148750.0,"3,19,33,830",93.50%,"22,14,920",6.50%,2022
75,Hunt,33821338.0,"25,994",0,"3,37,95,344",99.90%,2022
76,Tad the Lost Explorer and the Emerald Tablet,32849430.0,"67,599",0.20%,"3,27,81,831",99.80%,2022
77,BTS Permission to Dance on Stage 0 Seoul: Live Viewing,32600000.0,"68,40,000",21%,"2,57,60,000",79%,2022
78,Shin Ultraman,32137136.0,"6,01,490",1.90%,"3,15,35,646",98.10%,2022
79,Amsterdam,31245810.0,"1,49,47,969",47.80%,"1,62,97,841",52.20%,2022
80,Mrs. Harris Goes to Paris,31042050.0,"1,04,33,915",33.60%,"2,06,08,135",66.40%,2022
81,Vikram,29837637.0,"17,70,000",5.90%,"2,80,67,637",94.10%,2022
82,The Unbearable Weight of Massive Talent,29116320.0,"2,03,00,157",69.70%,"88,16,163",30.30%,2022
83,Tár,29048571.0,"67,73,650",23.30%,"2,22,74,921",76.70%,2022
84,Serial (Bad) Weddings 3,27832384.0,0,0,"2,78,32,384",100%,2022
85,The 355,27827745.0,"1,45,70,455",52.40%,"1,32,57,290",47.60%,2022
86,The Last 10 Years,26729106.0,0,0,"2,67,29,106",100%,2022
87,The Night Owl,26719364.0,0,0,"2,67,19,364",100%,2022
88,Triangle of Sadness,26214659.0,"46,08,096",17.60%,"2,16,06,563",82.40%,2022
89,Calendar Girls,25433615.0,0,0,"2,54,33,615",100%,2022
90,The Kashmir Files,24821898.0,"14,85,000",6%,"2,33,36,898",94%,2022
91,Hero,24392492.0,0,0,"2,43,92,492",100%,2022
92,The Confidence Man JP: Episode of the Hero,23214581.0,0,0,"2,32,14,581",100%,2022
93,The Witch: Part 2 0 The Other One,23068596.0,"1,43,723",0.60%,"2,29,24,873",99.40%,2022
94,###############################################################################################################################################################################################################################################################,22263336.0,0,0,"2,22,63,336",100%,2022
95,Doraemon the Movie: Nobita's Little Star Wars 2021,22044058.0,0,0,"2,20,44,058",100%,2022
96,Decision to Leave,22026067.0,"21,79,864",9.90%,"1,98,46,203",90.10%,2022
97,See How They Run,21966634.0,"95,86,237",43.60%,"1,23,80,397",56.40%,2022
98,Ponniyin Selvan: Part I,21888295.0,"42,82,000",19.60%,"1,76,06,295",80.40%,2022
99,Devotion,21768133.0,"2,05,11,938",94.20%,"12,56,195",5.80%,2022
100,Silent Parade,21723595.0,0,0,"2,17,23,595",100%,2022
101,Father Stu,21592379.0,"2,08,84,796",96.70%,"7,07,583",3.30%,2022
102,Turning Red,21521622.0,"13,99,001",6.50%,"2,01,22,621",93.50%,2022
103,Emergency Declaration,21400327.0,"4,12,196",1.90%,"2,09,88,131",98.10%,2022
104,The Amazing Maurice,21134768.0,"43,03,645",20.40%,"1,68,31,123",79.60%,2022
105,Monster,20655998.0,"4,34,585",2.10%,"2,02,21,413",97.90%,2022
106,Crayon Shin0chan: Mononoke Ninja Chinpuden,20617005.0,0,0,"2,06,17,005",100%,2022
107,Three Thousand Years of Longing,20282422.0,"82,86,741",40.90%,"1,19,95,681",59.10%,2022
108,School of Magical Animals 2,19724705.0,"45,860",0.20%,"1,96,78,845",99.80%,2022
109,After Ever Happy,19238073.0,"10,72,750",5.60%,"1,81,65,323",94.40%,2022
110,Simone: Woman of the Century,19167164.0,0,0,"1,91,67,164",100%,2022
111,Beast,18911959.0,0,0,"1,89,11,959",100%,2022
112,Broker,18851416.0,"10,46,899",5.60%,"1,78,04,517",94.40%,2022
113,Godfather,18737287.0,0,0,"1,87,37,287",100%,2022
114,November,18554715.0,0,0,"1,85,54,715",100%,2022
115,Bhool Bhulaiyaa 2,18307258.0,0,0,"1,83,07,258",100%,2022
116,Fragments of the Last Will,17954691.0,0,0,"1,79,54,691",100%,2022
117,The Quintessential Quintuplets Movie,17506171.0,"5,02,000",2.90%,"1,70,04,171",97.10%,2022
118,Fall,17363261.0,"72,40,521",41.70%,"1,01,22,740",58.30%,2022
119,Even If This Love Disappears from the World Tonight,16848229.0,0,0,"1,68,48,229",100%,2022
120,Wunderschön,16719291.0,0,0,"1,67,19,291",100%,2022
121,Father There Is Only One 3,16401315.0,0,0,"1,64,01,315",100%,2022
122,Dr. Coto's Clinic,16062841.0,0,0,"1,60,62,841",100%,2022
123,Radhe Shyam,15954804.0,"18,60,000",11.70%,"1,40,94,804",88.30%,2022
124,Blacklight,15902207.0,"95,91,094",60.30%,"63,11,113",39.70%,2022
125,Operation Mincemeat,15710164.0,0,0,"1,57,10,164",100%,2022
126,Maison de retraite,15570823.0,0,0,"1,55,70,823",100%,2022
127,"Utapri Movie 2, Uta No Prince0Sama Maji Love Starish Tours Movie",15569229.0,0,0,"1,55,69,229",100%,2022
128,Bheemla Nayak,15243922.0,0,0,"1,52,43,922",100%,2022
129,Bones and All,15234907.0,"78,34,907",51.40%,"74,00,000",48.60%,2022
130,Terrifier 2,15065239.0,"1,06,40,105",70.60%,"44,25,134",29.40%,2022
131,Firestarter,15039250.0,"97,39,250",64.80%,"53,00,000",35.20%,2022
132,The Wolf of Wall Street 2022 Re0release,15038738.0,0,0,"1,48,77,539",98.90%,2022
133,Bros,14781867.0,"1,16,28,165",78.70%,"31,53,702",21.30%,2022
134,Superwho?,14770359.0,0,0,"1,47,70,359",100%,2022
135,X,14740889.0,"1,17,65,309",79.80%,"29,75,580",20.20%,2022
136,The Chosen Season 3: Episode 1 & 2,14679613.0,"1,46,12,089",99.50%,"67,524",0.50%,2022
137,The Duke,14233027.0,"15,26,970",10.70%,"1,27,00,247",89.20%,2022
138,Sarkaru Vaari Paata,14199018.0,0,0,"1,41,99,018",100%,2022
139,She Said,13944212.0,"58,25,995",41.80%,"81,18,217",58.20%,2022
140,The Legend of Maula Jatt,13941539.0,"50,16,493",36%,"89,25,046",64%,2022
141,Bodies Bodies Bodies,13929670.0,"1,14,46,602",82.20%,"24,83,068",17.80%,2022
142,Glass Onion,13280000.0,"1,32,80,000",100%,0,0,2022
143,Valimai,13276393.0,0,0,"1,32,76,393",100%,2022
144,Memory,13240559.0,"73,29,043",55.40%,"59,11,516",44.60%,2022
145,Moonage Daydream,13095781.0,"42,18,925",32.20%,"88,76,856",67.80%,2022
146,Easter Sunday,13074255.0,"1,30,13,690",99.50%,"60,565",0.50%,2022
147,Living,12377310.0,"30,38,113",24.50%,"93,39,197",75.50%,2022
148,Guglhupfgeschwader,12307072.0,0,0,"1,23,07,072",100%,2022
149,Alienoid,12109608.0,"1,68,309",1.40%,"1,19,41,299",98.60%,2022
150,Laal Singh Chaddha,12093536.0,"34,01,324",28.10%,"86,92,212",71.90%,2022
151,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,11628645.0,"15,88,491",13.70%,"1,00,40,154",86.30%,2022
152,Till,11498884.0,"90,00,202",78.30%,"24,98,682",21.70%,2022
153,Jug Jugg Jeeyo,11467726.0,"10,33,000",9%,"1,04,34,726",91%,2022
154,Empire of Light,11395604.0,"11,77,577",10.30%,"1,02,18,027",89.70%,2022
155,The Eight Mountains,11374298.0,"3,02,456",2.70%,"1,10,71,842",97.30%,2022
156,Bergen,11325405.0,0,0,"1,13,25,405",100%,2022
157,Rise,11252331.0,0,0,"1,12,52,331",100%,2022
158,Men,11152071.0,"75,87,853",68%,"35,64,218",32%,2022
159,Chickenhare and the Hamster of Darkness,10885116.0,0,0,"1,08,85,116",100%,2022
160,Warriors of Future,10490328.0,0,0,"1,04,90,328",100%,2022
161,Land of Legends,10357479.0,0,0,"1,03,57,479",100%,2022
162,The Pirates: The Last Royal Treasure,10258331.0,0,0,"1,02,58,331",100%,2022
163,Vaillante,10143170.0,0,0,"1,01,43,170",100%,2022
164,Table for Six,10138355.0,0,0,"1,01,38,355",100%,2022
165,The Beasts,10067896.0,"46,105",0.50%,"1,00,21,791",99.50%,2022
166,Smack Dab Kakha,9995945.0,0,0,"99,95,945",100%,2022
167,F3: Fun and Frustration,9849193.0,"11,95,000",12.10%,"86,54,193",87.90%,2022
168,Pearl,9847490.0,"94,23,445",95.70%,"4,24,045",4.30%,2022
169,"Good Luck to You, Leo Grande",9795364.0,0,0,"97,95,364",100%,2022
170,Rheingold,9701747.0,0,0,"97,01,747",100%,2022
171,Spider0Man: No Way Home 2022 Re0release,9613518.0,"93,21,593",97%,"2,91,925",3%,2022
172,Redeeming Love,9464198.0,"92,14,020",97.40%,"2,50,178",2.60%,2022
173,Women Talking,9276103.0,"54,56,531",58.80%,"38,19,572",41.20%,2022
174,Sword Art Online the Movie: Progressive 0 Scherzo of Deep Night,9071701.0,0,0,"90,71,701",100%,2022
175,Samrat Prithviraj,8568339.0,0,0,"85,68,339",100%,2022
176,Aftersun,8477235.0,"16,58,790",19.60%,"68,18,445",80.40%,2022
177,Life Is Beautiful,8458639.0,0,0,"84,58,639",100%,2022
178,Yolki 9,8385030.0,0,0,"83,85,030",100%,2022
179,Don,8287406.0,0,0,"82,87,406",100%,2022
180,Shotgun Wedding,8277788.0,0,0,"82,77,788",100%,2022
181,Vikram Vedha,8234166.0,"15,89,362",19.30%,"66,44,804",80.70%,2022
182,Re/Member,8166175.0,0,0,"81,66,175",100%,2022
183,Rabbit Academy: Mission Eggpossible,8119534.0,0,0,"81,19,534",100%,2022
184,Acharya,8048175.0,"8,32,000",10.30%,"72,16,175",89.70%,2022
185,Il grande giorno,8021940.0,0,0,"80,21,940",100%,2022
186,The Tatta's,8000956.0,0,0,"80,00,956",100%,2022
187,Ducobu 4 President,7858171.0,0,0,"78,58,171",100%,2022
188,Finnick,7591889.0,0,0,"75,91,889",100%,2022
189,Phases of the Moon,7564756.0,0,0,"75,64,756",100%,2022
190,777 Charlie,7523995.0,0,0,"75,23,995",100%,2022
191,Bachchhan Paandey,7387882.0,0,0,"73,87,882",100%,2022
192,Lesson in Murder,7348964.0,0,0,"73,48,964",100%,2022
193,Family Affairs,7330755.0,0,0,"73,30,755",100%,2022
194,Listy do M. 5,7328061.0,0,0,"73,28,061",100%,2022
195,Laid0Back Camp Movie,7317913.0,0,0,"73,17,913",100%,2022
196,Osomatsusan the Movie 2022 Re0release,7297522.0,0,0,"72,97,522",100%,2022
197,The New Toy,7295051.0,0,0,"72,95,051",100%,2022
198,Decibel,7212471.0,"60,579",0.80%,"71,51,892",99.20%,2022
199,The Kids Are Alright 2,7187470.0,0,0,"71,87,470",100%,2022
0,Barbie,1445638421.0,"63,62,38,421",44%,"80,94,00,000",56%,2023
1,The Super Mario Bros. Movie,1361992475.0,"57,49,34,330",42.20%,"78,70,58,145",57.80%,2023
2,Oppenheimer,975440031.0,"32,98,62,540",33.80%,"64,55,77,491",66.20%,2023
3,Guardians of the Galaxy Vol. 3,845555777.0,"35,89,95,815",42.50%,"48,65,59,962",57.50%,2023
4,Fast X,704875015.0,"14,61,26,015",20.70%,"55,87,49,000",79.30%,2023
5,Spider0Man: Across the Spider0Verse,690615475.0,"38,13,11,319",55.20%,"30,93,04,156",44.80%,2023
6,Wonka,632302312.0,"21,84,02,312",34.50%,"41,39,00,000",65.50%,2023
7,The Little Mermaid,569626289.0,"29,81,72,056",52.30%,"27,14,54,233",47.70%,2023
8,Mission: Impossible 0 Dead Reckoning Part One,567535383.0,"17,21,35,383",30.30%,"39,54,00,000",69.70%,2023
9,Elemental,496444308.0,"15,44,26,697",31.10%,"34,20,17,611",68.90%,2023
10,Ant0Man and the Wasp: Quantumania,476071180.0,"21,45,04,909",45.10%,"26,15,66,271",54.90%,2023
11,John Wick: Chapter 4,440157245.0,"18,71,31,806",42.50%,"25,30,25,439",57.50%,2023
12,Transformers: Rise of the Beasts,438966392.0,"15,70,66,392",35.80%,"28,19,00,000",64.20%,2023
13,Aquaman and the Lost Kingdom,434381226.0,"12,44,81,226",28.70%,"30,99,00,000",71.30%,2023
14,Meg 2: The Trench,397700317.0,"8,26,00,317",20.80%,"31,51,00,000",79.20%,2023
15,Indiana Jones and the Dial of Destiny,383963057.0,"17,44,80,468",45.40%,"20,94,82,589",54.60%,2023
16,The Hunger Games: The Ballad of Songbirds & Snakes,344357763.0,"16,63,50,594",48.30%,"17,80,07,169",51.70%,2023
17,Migration,299161774.0,"12,73,06,285",42.60%,"17,18,55,489",57.40%,2023
18,Five Nights at Freddy's,291493620.0,"13,72,75,620",47.10%,"15,42,18,000",52.90%,2023
19,Creed III,276148615.0,"15,62,48,615",56.60%,"11,99,00,000",43.40%,2023
20,The Flash,271333313.0,"10,81,33,313",39.90%,"16,32,00,000",60.10%,2023
21,The Nun II,269467073.0,"8,62,67,073",32%,"18,32,00,000",68%,2023
22,Taylor Swift: The Eras Tour,261656269.0,"18,07,56,269",69.10%,"8,09,00,000",30.90%,2023
23,Wish,254997360.0,"6,39,73,821",25.10%,"19,10,23,539",74.90%,2023
24,Sound of Freedom,250570396.0,"18,41,78,046",73.50%,"6,63,92,350",26.50%,2023
25,Napoleon,221394838.0,"6,15,24,375",27.80%,"15,98,70,463",72.20%,2023
26,Anyone But You,220213795.0,"8,83,19,668",40.10%,"13,18,94,127",59.90%,2023
27,Trolls Band Together,209367510.0,"10,29,96,915",49.20%,"10,63,70,595",50.80%,2023
28,Dungeons & Dragons: Honor Among Thieves,208177026.0,"9,32,77,026",44.80%,"11,49,00,000",55.20%,2023
29,The Marvels,206136825.0,"8,45,00,223",41%,"12,16,36,602",59%,2023
30,PAW Patrol: The Mighty Movie,202231360.0,"6,52,31,360",32.30%,"13,70,00,000",67.70%,2023
31,The Equalizer 3,191067560.0,"9,23,73,751",48.30%,"9,86,93,809",51.70%,2023
32,Insidious: The Red Door,189086877.0,"8,21,56,962",43.40%,"10,69,29,915",56.60%,2023
33,Teenage Mutant Ninja Turtles: Mutant Mayhem,180513586.0,"11,86,13,586",65.70%,"6,19,00,000",34.30%,2023
34,The Boy and the Heron,173635417.0,"4,68,32,867",27%,"12,68,02,550",73%,2023
35,Scream VI,168961389.0,"10,81,61,389",64%,"6,08,00,000",36%,2023
36,Killers of the Flower Moon,157026901.0,"6,80,26,901",43.30%,"8,90,00,000",56.70%,2023
37,Evil Dead Rise,147033054.0,"6,72,33,054",45.70%,"7,98,00,000",54.30%,2023
38,The Exorcist: Believer,136284218.0,"6,55,37,395",48.10%,"7,07,46,823",51.90%,2023
39,Shazam! Fury of the Gods,134038006.0,"5,76,38,006",43%,"7,64,00,000",57%,2023
40,Blue Beetle,130788072.0,"7,24,88,072",55.40%,"5,83,00,000",44.60%,2023
41,A Haunting in Venice,122290456.0,"4,24,71,412",34.70%,"7,98,19,044",65.30%,2023
42,Gran Turismo,122101055.0,"4,44,28,554",36.40%,"7,76,72,501",63.60%,2023
43,Poor Things,117625455.0,"3,45,53,225",29.40%,"8,30,72,230",70.60%,2023
44,Haunted Mansion,117449790.0,"6,76,53,287",57.60%,"4,97,96,503",42.40%,2023
45,Godzilla Minus One,115857413.0,"5,64,18,793",48.70%,"5,94,38,620",51.30%,2023
46,Pathaan,112583450.0,"1,74,87,476",15.50%,"9,50,95,974",84.50%,2023
47,Saw X,111823047.0,"5,36,07,898",47.90%,"5,82,15,149",52.10%,2023
48,Detective Conan: Black Iron Submarine,106771806.0,0,0,"10,67,71,806",100%,2023
49,The Creator,104272136.0,"4,07,74,679",39.10%,"6,34,97,457",60.90%,2023
50,12.12: The Day,97476565.0,0,0,"9,74,76,565",100%,2023
51,Animal,92870950.0,"1,50,04,482",16.20%,"7,78,66,468",83.80%,2023
52,Talk to Me,92181735.0,"4,82,99,436",52.40%,"4,38,82,299",47.60%,2023
53,Air,90060106.0,"5,24,60,106",58.30%,"3,76,00,000",41.70%,2023
54,Cocaine Bear,88314672.0,"6,46,70,240",73.20%,"2,36,44,432",26.80%,2023
55,No Hard Feelings,87256407.0,"5,04,52,282",57.80%,"3,68,04,125",42.20%,2023
56,The Roundup: No Way Out,83410298.0,"9,09,411",1.10%,"8,25,00,887",98.90%,2023
57,The Pope's Exorcist,76987621.0,"2,00,09,380",26%,"5,69,78,241",74%,2023
58,Plane,74515586.0,"3,21,11,181",43.10%,"4,24,04,405",56.90%,2023
59,Titanic 25 Year Anniversary,70157472.0,"1,50,33,795",21.40%,"5,51,23,677",78.60%,2023
60,The Color Purple,67519191.0,"6,06,19,191",89.80%,"69,00,000",10.20%,2023
61,The Boogeyman,67307243.0,"4,32,44,282",64.20%,"2,40,62,961",35.80%,2023
62,65,60730568.0,"3,20,62,904",52.80%,"2,86,67,664",47.20%,2023
63,Spy x Family Code: White,59629242.0,"81,10,042",13.60%,"5,15,19,200",86.40%,2023
64,Magic Mike's Last Dance,57105156.0,"2,60,05,156",45.50%,"3,11,00,000",54.50%,2023
65,Demon Slayer: Kimetsu No Yaiba 0 To the Swordsmith Village,56319794.0,"1,01,17,806",18%,"4,62,01,988",82%,2023
66,One Life,56205538.0,"57,16,885",10.20%,"5,04,88,653",89.80%,2023
67,The Boys in the Boat,55501365.0,"5,26,41,306",94.80%,"28,60,059",5.20%,2023
68,Knock at the Cabin,54760947.0,"3,53,97,980",64.60%,"1,93,62,967",35.40%,2023
69,Mummies,54475970.0,"42,75,970",7.80%,"5,02,00,000",92.20%,2023
70,Jesus Revolution,54295801.0,"5,21,02,987",96%,"21,92,814",4%,2023
71,Asteroid City,53857743.0,"2,81,53,025",52.30%,"2,57,04,718",47.70%,2023
72,The Zone of Interest,52582035.0,"86,59,464",16.50%,"4,39,22,571",83.50%,2023
73,Operation Fortune: Ruse de Guerre,48983306.0,"64,96,125",13.30%,"4,24,87,181",86.70%,2023
74,Missing,48767848.0,"3,25,02,025",66.60%,"1,62,65,823",33.40%,2023
75,There's Still Tomorrow,48489294.0,0,0,"4,84,89,294",100%,2023
76,Thanksgiving,46553280.0,"3,19,08,884",68.50%,"1,46,44,396",31.50%,2023
77,Asterix & Obelix: The Middle Kingdom,46497678.0,0,0,"4,64,97,678",100%,2023
78,Ruby Gillman: Teenage Kraken,45657745.0,"1,57,53,600",34.50%,"2,99,04,145",65.50%,2023
79,The Holdovers,45478184.0,"2,03,55,375",44.80%,"2,51,22,809",55.20%,2023
80,The Iron Claw,45202541.0,"3,50,70,296",77.60%,"1,01,32,245",22.40%,2023
81,Son of a Rich 2,44718015.0,0,0,"4,47,18,015",100%,2023
82,Renaissance: A Film by Beyoncé,43989684.0,"3,38,89,684",77%,"1,01,00,000",23%,2023
83,Ferrari,43336670.0,"1,85,50,028",42.80%,"2,47,86,642",57.20%,2023
84,Past Lives,42543213.0,"1,11,85,625",26.30%,"3,13,57,588",73.70%,2023
85,80 for Brady,40362938.0,"3,93,30,588",97.40%,"10,32,350",2.60%,2023
86,"Miraculous: Ladybug & Cat Noir, the Movie",40209224.0,0,0,"4,02,09,224",100%,2023
87,My Big Fat Greek Wedding 3,38831076.0,"2,84,96,030",73.40%,"1,03,35,046",26.60%,2023
88,The Expendables 4,37917985.0,"1,67,10,153",44.10%,"2,12,07,832",55.90%,2023
89,Doraemon the Movie: Nobita's Sky Utopia,37475850.0,0,0,"3,74,75,850",100%,2023
90,Smugglers,36851831.0,0,0,"3,68,51,831",100%,2023
91,Kingdom 3: The Flame of Destiny,36259522.0,0,0,"3,62,59,522",100%,2023
92,Ride On,36258730.0,"1,28,950",0.40%,"3,61,29,780",99.60%,2023
93,Strays,36071267.0,"2,39,88,885",66.50%,"1,20,82,382",33.50%,2023
94,Anatomy of a Fall,35947604.0,"50,76,369",14.10%,"3,08,71,235",85.90%,2023
95,The Bremen Town Musicians,34596570.0,0,0,"3,45,96,570",100%,2023
96,Noryang: Deadly Sea,34210966.0,"3,15,245",0.90%,"3,38,95,721",99.10%,2023
97,Alibi.com 2,34114308.0,0,0,"3,41,14,308",100%,2023
98,Priscilla,33111634.0,"2,09,60,939",63.30%,"1,21,50,695",36.70%,2023
99,Don't Call it Mystery: The Movie,32488540.0,0,0,"3,24,88,540",100%,2023
100,The Three Musketeers 0 Part I: D'Artagnan,32375003.0,0,0,"3,23,75,003",100%,2023
101,Tokyo MER,30239900.0,0,0,"3,02,39,900",100%,2023
102,Concrete Utopia,30077348.0,0,0,"3,00,77,348",100%,2023
103,BTS: Yet to Come in Cinemas,29291883.0,"80,93,270",27.60%,"2,11,98,613",72.40%,2023
104,Book Club: The Next Chapter,29014500.0,"1,75,81,565",60.60%,"1,14,32,935",39.40%,2023
105,I Wish I Could Meet You Again on the Hill Where That Flower Blooms (2023),28933626.0,0,0,"2,89,33,626",100%,2023
106,Jawan,28499044.0,"1,51,98,530",53.30%,"1,33,00,514",46.70%,2023
